Song,Measure,Week,Issue,File Path
Holding On,listeners,20241108,Missing CSV,parsed csvs/listeners_by_city_1711474240_20241108.csv
Holding On,listeners,20241101,Missing CSV,parsed csvs/listeners_by_city_1711474240_20241101.csv
Holding On,listeners,20241025,Missing CSV,parsed csvs/listeners_by_city_1711474240_20241025.csv
Holding On,listeners,20241018,Missing CSV,parsed csvs/listeners_by_city_1711474240_20241018.csv
Holding On,listeners,20241011,Missing CSV,parsed csvs/listeners_by_city_1711474240_20241011.csv
Holding On,listeners,20241004,Missing CSV,parsed csvs/listeners_by_city_1711474240_20241004.csv
Holding On,listeners,20240927,Missing CSV,parsed csvs/listeners_by_city_1711474240_20240927.csv
Holding On,listeners,20240920,Missing CSV,parsed csvs/listeners_by_city_1711474240_20240920.csv
Holding On,listeners,20240913,Missing CSV,parsed csvs/listeners_by_city_1711474240_20240913.csv
Holding On,listeners,20240906,Missing CSV,parsed csvs/listeners_by_city_1711474240_20240906.csv
Holding On,listeners,20240830,Missing CSV,parsed csvs/listeners_by_city_1711474240_20240830.csv
Holding On,listeners,20240823,Missing CSV,parsed csvs/listeners_by_city_1711474240_20240823.csv
Holding On,listeners,20240816,Missing CSV,parsed csvs/listeners_by_city_1711474240_20240816.csv
Holding On,listeners,20240809,Missing CSV,parsed csvs/listeners_by_city_1711474240_20240809.csv
Holding On,listeners,20240802,Missing CSV,parsed csvs/listeners_by_city_1711474240_20240802.csv
Holding On,listeners,20240726,Missing CSV,parsed csvs/listeners_by_city_1711474240_20240726.csv
Holding On,listeners,20240719,Missing CSV,parsed csvs/listeners_by_city_1711474240_20240719.csv
Holding On,listeners,20240712,Missing CSV,parsed csvs/listeners_by_city_1711474240_20240712.csv
Holding On,listeners,20240705,Missing CSV,parsed csvs/listeners_by_city_1711474240_20240705.csv
Holding On,listeners,20240628,Missing CSV,parsed csvs/listeners_by_city_1711474240_20240628.csv
Holding On,listeners,20240621,Missing CSV,parsed csvs/listeners_by_city_1711474240_20240621.csv
Holding On,listeners,20240614,Missing CSV,parsed csvs/listeners_by_city_1711474240_20240614.csv
Holding On,listeners,20240607,Missing CSV,parsed csvs/listeners_by_city_1711474240_20240607.csv
Holding On,listeners,20240531,Missing CSV,parsed csvs/listeners_by_city_1711474240_20240531.csv
Holding On,listeners,20240524,Missing CSV,parsed csvs/listeners_by_city_1711474240_20240524.csv
Holding On,listeners,20240517,Missing CSV,parsed csvs/listeners_by_city_1711474240_20240517.csv
Holding On,listeners,20240510,Missing CSV,parsed csvs/listeners_by_city_1711474240_20240510.csv
Holding On,listeners,20240503,Missing CSV,parsed csvs/listeners_by_city_1711474240_20240503.csv
Holding On,listeners,20240426,Missing CSV,parsed csvs/listeners_by_city_1711474240_20240426.csv
Holding On,listeners,20240419,Missing CSV,parsed csvs/listeners_by_city_1711474240_20240419.csv
Holding On,listeners,20240412,Missing CSV,parsed csvs/listeners_by_city_1711474240_20240412.csv
Holding On,listeners,20240405,Missing CSV,parsed csvs/listeners_by_city_1711474240_20240405.csv
Holding On,listeners,20240329,Missing CSV,parsed csvs/listeners_by_city_1711474240_20240329.csv
Holding On,listeners,20240322,Missing CSV,parsed csvs/listeners_by_city_1711474240_20240322.csv
Holding On,listeners,20240315,Missing CSV,parsed csvs/listeners_by_city_1711474240_20240315.csv
Holding On,listeners,20240308,Missing CSV,parsed csvs/listeners_by_city_1711474240_20240308.csv
Holding On,listeners,20240301,Missing CSV,parsed csvs/listeners_by_city_1711474240_20240301.csv
Holding On,listeners,20240223,Missing CSV,parsed csvs/listeners_by_city_1711474240_20240223.csv
Holding On,listeners,20240216,Missing CSV,parsed csvs/listeners_by_city_1711474240_20240216.csv
Holding On,listeners,20240209,Missing CSV,parsed csvs/listeners_by_city_1711474240_20240209.csv
Holding On,listeners,20240202,Missing CSV,parsed csvs/listeners_by_city_1711474240_20240202.csv
Holding On,listeners,20240126,Missing CSV,parsed csvs/listeners_by_city_1711474240_20240126.csv
Holding On,listeners,20240119,Missing CSV,parsed csvs/listeners_by_city_1711474240_20240119.csv
Holding On,listeners,20240112,Missing CSV,parsed csvs/listeners_by_city_1711474240_20240112.csv
Holding On,listeners,20240105,Missing CSV,parsed csvs/listeners_by_city_1711474240_20240105.csv
Holding On,listeners,20231229,Missing CSV,parsed csvs/listeners_by_city_1711474240_20231229.csv
Holding On,listeners,20231222,Missing CSV,parsed csvs/listeners_by_city_1711474240_20231222.csv
Holding On,listeners,20231215,Missing CSV,parsed csvs/listeners_by_city_1711474240_20231215.csv
Holding On,listeners,20231208,Missing CSV,parsed csvs/listeners_by_city_1711474240_20231208.csv
Holding On,listeners,20231201,Missing CSV,parsed csvs/listeners_by_city_1711474240_20231201.csv
Holding On,listeners,20231124,Missing CSV,parsed csvs/listeners_by_city_1711474240_20231124.csv
Holding On,listeners,20231117,Missing CSV,parsed csvs/listeners_by_city_1711474240_20231117.csv
Holding On,listeners,20231110,Missing CSV,parsed csvs/listeners_by_city_1711474240_20231110.csv
Althea,plays,20240705,Unreadable CSV (No columns to parse from file),parsed csvs/plays_by_city_1748029276_20240705.csv
Althea,plays,20240628,Unreadable CSV (No columns to parse from file),parsed csvs/plays_by_city_1748029276_20240628.csv
What Home Is,plays,20250221,Unreadable CSV (No columns to parse from file),parsed csvs/plays_by_city_1711474234_20250221.csv
What Home Is,plays,20250124,Unreadable CSV (No columns to parse from file),parsed csvs/plays_by_city_1711474234_20250124.csv
What Home Is,plays,20241227,Unreadable CSV (No columns to parse from file),parsed csvs/plays_by_city_1711474234_20241227.csv
What Home Is,plays,20241220,Unreadable CSV (No columns to parse from file),parsed csvs/plays_by_city_1711474234_20241220.csv
What Home Is,plays,20241213,Unreadable CSV (No columns to parse from file),parsed csvs/plays_by_city_1711474234_20241213.csv
What Home Is,plays,20241206,Unreadable CSV (No columns to parse from file),parsed csvs/plays_by_city_1711474234_20241206.csv
The Way That It Was,plays,20250221,Unreadable CSV (No columns to parse from file),parsed csvs/plays_by_city_1711474242_20250221.csv
The Way That It Was,plays,20250131,Unreadable CSV (No columns to parse from file),parsed csvs/plays_by_city_1711474242_20250131.csv
The Way That It Was,plays,20250124,Unreadable CSV (No columns to parse from file),parsed csvs/plays_by_city_1711474242_20250124.csv
The Way That It Was,plays,20241227,Unreadable CSV (No columns to parse from file),parsed csvs/plays_by_city_1711474242_20241227.csv
The Way That It Was,plays,20241220,Unreadable CSV (No columns to parse from file),parsed csvs/plays_by_city_1711474242_20241220.csv
The Way That It Was,plays,20241213,Unreadable CSV (No columns to parse from file),parsed csvs/plays_by_city_1711474242_20241213.csv
The Way That It Was,plays,20241206,Unreadable CSV (No columns to parse from file),parsed csvs/plays_by_city_1711474242_20241206.csv
The Way That It Was,plays,20241108,Unreadable CSV (No columns to parse from file),parsed csvs/plays_by_city_1711474242_20241108.csv
The Way That It Was,plays,20240712,Unreadable CSV (No columns to parse from file),parsed csvs/plays_by_city_1711474242_20240712.csv
The Way That It Was,plays,20240607,Unreadable CSV (No columns to parse from file),parsed csvs/plays_by_city_1711474242_20240607.csv
The Way That It Was,plays,20240531,Unreadable CSV (No columns to parse from file),parsed csvs/plays_by_city_1711474242_20240531.csv
The Way That It Was,plays,20240510,Unreadable CSV (No columns to parse from file),parsed csvs/plays_by_city_1711474242_20240510.csv
The Way That It Was,plays,20240503,Unreadable CSV (No columns to parse from file),parsed csvs/plays_by_city_1711474242_20240503.csv
The Way That It Was,plays,20240426,Unreadable CSV (No columns to parse from file),parsed csvs/plays_by_city_1711474242_20240426.csv
The Way That It Was,plays,20240419,Unreadable CSV (No columns to parse from file),parsed csvs/plays_by_city_1711474242_20240419.csv
Slipping Away,plays,20250404,Unreadable CSV (No columns to parse from file),parsed csvs/plays_by_city_1711474243_20250404.csv
Slipping Away,plays,20250207,Unreadable CSV (No columns to parse from file),parsed csvs/plays_by_city_1711474243_20250207.csv
Slipping Away,plays,20250131,Unreadable CSV (No columns to parse from file),parsed csvs/plays_by_city_1711474243_20250131.csv
Slipping Away,plays,20250124,Unreadable CSV (No columns to parse from file),parsed csvs/plays_by_city_1711474243_20250124.csv
Slipping Away,plays,20250117,Unreadable CSV (No columns to parse from file),parsed csvs/plays_by_city_1711474243_20250117.csv
Slipping Away,plays,20241220,Unreadable CSV (No columns to parse from file),parsed csvs/plays_by_city_1711474243_20241220.csv
Slipping Away,plays,20241213,Unreadable CSV (No columns to parse from file),parsed csvs/plays_by_city_1711474243_20241213.csv
Slipping Away,plays,20241108,Unreadable CSV (No columns to parse from file),parsed csvs/plays_by_city_1711474243_20241108.csv
Slipping Away,plays,20241018,Unreadable CSV (No columns to parse from file),parsed csvs/plays_by_city_1711474243_20241018.csv
Slipping Away,plays,20240607,Unreadable CSV (No columns to parse from file),parsed csvs/plays_by_city_1711474243_20240607.csv
Slipping Away,plays,20240510,Unreadable CSV (No columns to parse from file),parsed csvs/plays_by_city_1711474243_20240510.csv
Crash,plays,20250404,Unreadable CSV (No columns to parse from file),parsed csvs/plays_by_city_1711474239_20250404.csv
Crash,plays,20250221,Unreadable CSV (No columns to parse from file),parsed csvs/plays_by_city_1711474239_20250221.csv
Crash,plays,20250214,Unreadable CSV (No columns to parse from file),parsed csvs/plays_by_city_1711474239_20250214.csv
Crash,plays,20250207,Unreadable CSV (No columns to parse from file),parsed csvs/plays_by_city_1711474239_20250207.csv
Crash,plays,20250131,Unreadable CSV (No columns to parse from file),parsed csvs/plays_by_city_1711474239_20250131.csv
Crash,plays,20241227,Unreadable CSV (No columns to parse from file),parsed csvs/plays_by_city_1711474239_20241227.csv
Crash,plays,20241220,Unreadable CSV (No columns to parse from file),parsed csvs/plays_by_city_1711474239_20241220.csv
Crash,plays,20241213,Unreadable CSV (No columns to parse from file),parsed csvs/plays_by_city_1711474239_20241213.csv
Crash,plays,20241206,Unreadable CSV (No columns to parse from file),parsed csvs/plays_by_city_1711474239_20241206.csv
Crash,plays,20241018,Unreadable CSV (No columns to parse from file),parsed csvs/plays_by_city_1711474239_20241018.csv
Crash,plays,20240906,Unreadable CSV (No columns to parse from file),parsed csvs/plays_by_city_1711474239_20240906.csv
Crash,plays,20240607,Unreadable CSV (No columns to parse from file),parsed csvs/plays_by_city_1711474239_20240607.csv
Crash,plays,20240531,Unreadable CSV (No columns to parse from file),parsed csvs/plays_by_city_1711474239_20240531.csv
Crash,plays,20240426,Unreadable CSV (No columns to parse from file),parsed csvs/plays_by_city_1711474239_20240426.csv
Crash,plays,20240419,Unreadable CSV (No columns to parse from file),parsed csvs/plays_by_city_1711474239_20240419.csv
Crash,plays,20240126,Unreadable CSV (No columns to parse from file),parsed csvs/plays_by_city_1711474239_20240126.csv
Kid,plays,20250404,Unreadable CSV (No columns to parse from file),parsed csvs/plays_by_city_1711474235_20250404.csv
Kid,plays,20250131,Unreadable CSV (No columns to parse from file),parsed csvs/plays_by_city_1711474235_20250131.csv
Kid,plays,20241227,Unreadable CSV (No columns to parse from file),parsed csvs/plays_by_city_1711474235_20241227.csv
Kid,plays,20241220,Unreadable CSV (No columns to parse from file),parsed csvs/plays_by_city_1711474235_20241220.csv
Kid,plays,20241213,Unreadable CSV (No columns to parse from file),parsed csvs/plays_by_city_1711474235_20241213.csv
Kid,plays,20240607,Unreadable CSV (No columns to parse from file),parsed csvs/plays_by_city_1711474235_20240607.csv
All In,plays,20250404,Unreadable CSV (No columns to parse from file),parsed csvs/plays_by_city_1711474237_20250404.csv
All In,plays,20250221,Unreadable CSV (No columns to parse from file),parsed csvs/plays_by_city_1711474237_20250221.csv
All In,plays,20241213,Unreadable CSV (No columns to parse from file),parsed csvs/plays_by_city_1711474237_20241213.csv
All In,plays,20241206,Unreadable CSV (No columns to parse from file),parsed csvs/plays_by_city_1711474237_20241206.csv
All In,plays,20241129,Unreadable CSV (No columns to parse from file),parsed csvs/plays_by_city_1711474237_20241129.csv
All In,plays,20241122,Unreadable CSV (No columns to parse from file),parsed csvs/plays_by_city_1711474237_20241122.csv
All In,plays,20240419,Unreadable CSV (No columns to parse from file),parsed csvs/plays_by_city_1711474237_20240419.csv
All In,plays,20240308,Unreadable CSV (No columns to parse from file),parsed csvs/plays_by_city_1711474237_20240308.csv
Easy,plays,20250221,Unreadable CSV (No columns to parse from file),parsed csvs/plays_by_city_1711474241_20250221.csv
Easy,plays,20250214,Unreadable CSV (No columns to parse from file),parsed csvs/plays_by_city_1711474241_20250214.csv
Easy,plays,20250207,Unreadable CSV (No columns to parse from file),parsed csvs/plays_by_city_1711474241_20250207.csv
Easy,plays,20250131,Unreadable CSV (No columns to parse from file),parsed csvs/plays_by_city_1711474241_20250131.csv
Easy,plays,20250124,Unreadable CSV (No columns to parse from file),parsed csvs/plays_by_city_1711474241_20250124.csv
Easy,plays,20250117,Unreadable CSV (No columns to parse from file),parsed csvs/plays_by_city_1711474241_20250117.csv
Easy,plays,20241227,Unreadable CSV (No columns to parse from file),parsed csvs/plays_by_city_1711474241_20241227.csv
Easy,plays,20241220,Unreadable CSV (No columns to parse from file),parsed csvs/plays_by_city_1711474241_20241220.csv
Easy,plays,20241213,Unreadable CSV (No columns to parse from file),parsed csvs/plays_by_city_1711474241_20241213.csv
Easy,plays,20241206,Unreadable CSV (No columns to parse from file),parsed csvs/plays_by_city_1711474241_20241206.csv
Easy,plays,20241018,Unreadable CSV (No columns to parse from file),parsed csvs/plays_by_city_1711474241_20241018.csv
Easy,plays,20241011,Unreadable CSV (No columns to parse from file),parsed csvs/plays_by_city_1711474241_20241011.csv
Easy,plays,20241004,Unreadable CSV (No columns to parse from file),parsed csvs/plays_by_city_1711474241_20241004.csv
Easy,plays,20240719,Unreadable CSV (No columns to parse from file),parsed csvs/plays_by_city_1711474241_20240719.csv
Easy,plays,20240712,Unreadable CSV (No columns to parse from file),parsed csvs/plays_by_city_1711474241_20240712.csv
Easy,plays,20240607,Unreadable CSV (No columns to parse from file),parsed csvs/plays_by_city_1711474241_20240607.csv
Easy,plays,20240531,Unreadable CSV (No columns to parse from file),parsed csvs/plays_by_city_1711474241_20240531.csv
Easy,plays,20240510,Unreadable CSV (No columns to parse from file),parsed csvs/plays_by_city_1711474241_20240510.csv
Easy,plays,20240503,Unreadable CSV (No columns to parse from file),parsed csvs/plays_by_city_1711474241_20240503.csv
Easy,plays,20240426,Unreadable CSV (No columns to parse from file),parsed csvs/plays_by_city_1711474241_20240426.csv
Easy,plays,20240301,Unreadable CSV (No columns to parse from file),parsed csvs/plays_by_city_1711474241_20240301.csv
Easy,plays,20240126,Unreadable CSV (No columns to parse from file),parsed csvs/plays_by_city_1711474241_20240126.csv
Holding On,plays,20250411,Unreadable CSV (No columns to parse from file),parsed csvs/plays_by_city_1711474240_20250411.csv
Holding On,plays,20250404,Unreadable CSV (No columns to parse from file),parsed csvs/plays_by_city_1711474240_20250404.csv
Holding On,plays,20250321,Unreadable CSV (No columns to parse from file),parsed csvs/plays_by_city_1711474240_20250321.csv
Holding On,plays,20250307,Unreadable CSV (No columns to parse from file),parsed csvs/plays_by_city_1711474240_20250307.csv
Holding On,plays,20250221,Unreadable CSV (No columns to parse from file),parsed csvs/plays_by_city_1711474240_20250221.csv
Holding On,plays,20250214,Unreadable CSV (No columns to parse from file),parsed csvs/plays_by_city_1711474240_20250214.csv
Holding On,plays,20250207,Unreadable CSV (No columns to parse from file),parsed csvs/plays_by_city_1711474240_20250207.csv
Holding On,plays,20250131,Unreadable CSV (No columns to parse from file),parsed csvs/plays_by_city_1711474240_20250131.csv
Holding On,plays,20250124,Unreadable CSV (No columns to parse from file),parsed csvs/plays_by_city_1711474240_20250124.csv
Holding On,plays,20241011,Unreadable CSV (No columns to parse from file),parsed csvs/plays_by_city_1711474240_20241011.csv
Holding On,plays,20241004,Unreadable CSV (No columns to parse from file),parsed csvs/plays_by_city_1711474240_20241004.csv
Holding On,plays,20240209,Unreadable CSV (No columns to parse from file),parsed csvs/plays_by_city_1711474240_20240209.csv
Holding On,plays,20240112,Unreadable CSV (No columns to parse from file),parsed csvs/plays_by_city_1711474240_20240112.csv
