City,Previous Period,Current Period,% Change,Week,Song,Song ID,Measure
London,11,0,-100%,20240719,Althea,1748029276,listeners
Los Angeles,7,0,-100%,20240719,Althea,1748029276,listeners
Madrid,2,0,-100%,20240719,Althea,1748029276,listeners
Manchester,1,0,-100%,20240719,Althea,1748029276,listeners
Melbourne,2,0,-100%,20240719,Althea,1748029276,listeners
Mexico City,2,0,-100%,20240719,Althea,1748029276,listeners
Mililani Town,1,0,-100%,20240719,Althea,1748029276,listeners
Milwaukee,4,0,-100%,20240719,Althea,1748029276,listeners
Monterrey,1,0,-100%,20240719,Althea,1748029276,listeners
Moscow,1,0,-100%,20240719,Althea,1748029276,listeners
Muscatine,1,0,-100%,20240719,Althea,1748029276,listeners
Nanjing,2,0,-100%,20240719,Althea,1748029276,listeners
Nashville,2,0,-100%,20240719,Althea,1748029276,listeners
New Orleans,1,0,-100%,20240719,Althea,1748029276,listeners
Newbury,1,0,-100%,20240719,Althea,1748029276,listeners
Newmarket,1,0,-100%,20240719,Althea,1748029276,listeners
Oklahoma City,1,0,-100%,20240719,Althea,1748029276,listeners
Olomouc,1,0,-100%,20240719,Althea,1748029276,listeners
Omaha,1,0,-100%,20240719,Althea,1748029276,listeners
Oslo,1,0,-100%,20240719,Althea,1748029276,listeners
Paris,6,0,-100%,20240719,Althea,1748029276,listeners
Pittsburgh,1,0,-100%,20240719,Althea,1748029276,listeners
Portland,1,0,-100%,20240719,Althea,1748029276,listeners
Poznań,1,0,-100%,20240719,Althea,1748029276,listeners
Providence,1,0,-100%,20240719,Althea,1748029276,listeners
Reno,1,0,-100%,20240719,Althea,1748029276,listeners
Richmond,1,0,-100%,20240719,Althea,1748029276,listeners
Riga,1,0,-100%,20240719,Althea,1748029276,listeners
Riyadh,1,0,-100%,20240719,Althea,1748029276,listeners
Rockford,1,0,-100%,20240719,Althea,1748029276,listeners
Sacramento,2,0,-100%,20240719,Althea,1748029276,listeners
San Diego,3,0,-100%,20240719,Althea,1748029276,listeners
San Francisco,2,0,-100%,20240719,Althea,1748029276,listeners
San Juan,2,0,-100%,20240719,Althea,1748029276,listeners
Shanghai,5,0,-100%,20240719,Althea,1748029276,listeners
Sofia,1,0,-100%,20240719,Althea,1748029276,listeners
Spartanburg,1,0,-100%,20240719,Althea,1748029276,listeners
Spokane,2,0,-100%,20240719,Althea,1748029276,listeners
St. Louis,1,0,-100%,20240719,Althea,1748029276,listeners
Standish,1,0,-100%,20240719,Althea,1748029276,listeners
Sydney,1,0,-100%,20240719,Althea,1748029276,listeners
Syracuse,1,0,-100%,20240719,Althea,1748029276,listeners
Tacoma,3,0,-100%,20240719,Althea,1748029276,listeners
Taipei,1,0,-100%,20240719,Althea,1748029276,listeners
Tampa,2,0,-100%,20240719,Althea,1748029276,listeners
The Dalles,1,0,-100%,20240719,Althea,1748029276,listeners
Toledo,1,0,-100%,20240719,Althea,1748029276,listeners
Toronto,10,0,-100%,20240719,Althea,1748029276,listeners
Warsaw,2,0,-100%,20240719,Althea,1748029276,listeners
West Chester,1,0,-100%,20240719,Althea,1748029276,listeners
Wichita,1,0,-100%,20240719,Althea,1748029276,listeners
Wilmington,3,0,-100%,20240719,Althea,1748029276,listeners
Winkler,1,0,-100%,20240719,Althea,1748029276,listeners
Ystad,1,0,-100%,20240719,Althea,1748029276,listeners
Zagreb,1,0,-100%,20240719,Althea,1748029276,listeners
Zürich,1,0,-100%,20240719,Althea,1748029276,listeners
